,movie_id,movie_title
6939,tt0044789,Kansas City Confidential
6940,tt0044793,Karumen junjô su
6941,tt0044795,The Kid from Broken Gun
6942,tt0044796,Kid Monk Baroni
6943,tt0044811,Kvinnors väntan
6944,tt0044825,The Las Vegas Story
6945,tt0044828,Last of the Comanches
6946,tt0044829,The Lavender Hill Mob
6947,tt0044830,Laxdale Hall
6948,tt0044837,Limelight
6949,tt0044838,The Lion and the Horse
6950,tt0044847,Loan Shark
6951,tt0044849,The Long Memory
6952,tt0044850,The Lost Hours
6953,tt0044851,Lost in Alaska
6954,tt0044852,Love Is Better Than Ever
6955,tt0044855,Lovely to Look At
6956,tt0044857,Lucrèce Borgia
6957,tt0044859,Lure of the Wilderness
6958,tt0044860,The Lusty Men
6959,tt0044861,Lydia Bailey
6960,tt0044862,Ma and Pa Kettle at the Fair
6961,tt0044863,Macao
6962,tt0044864,Made in Heaven
6963,tt0044871,The Last Page
6964,tt0044872,The Man Behind the Gun
6965,tt0044876,The Man in the White Suit
6966,tt0044881,"Manina, la fille sans voiles"
6967,tt0044883,Manon des sources
6968,tt0044884,Mara Maru
6969,tt0044888,The Marrying Kind
6970,tt0044893,Meet Danny Wilson
6971,tt0044896,The Member of the Wedding
6972,tt0044900,The Merry Widow
6973,tt0044903,Million Dollar Mermaid
6974,tt0044905,The Miracle of Our Lady of Fatima
6975,tt0044907,Les Miserables
6976,tt0044908,Miss Robin Hood
6977,tt0044916,Monkey Business
6978,tt0044919,Montana Belle
6979,tt0044925,Mother Riley Meets the Vampire
6980,tt0044926,Moulin Rouge
6981,tt0044928,Mr. Denning Drives North
6982,tt0044931,The Voice of Merrill
6983,tt0044932,Out of the Shadow
6984,tt0044936,Mutiny
6985,tt0044937,My Cousin Rachel
6986,tt0044938,My Man and I
6987,tt0044939,My Pal Gus
6988,tt0044940,My Six Convicts
6989,tt0044941,My Son John
6990,tt0044952,Nagarik
6991,tt0044953,The Naked Spur
6992,tt0044954,The Narrow Margin
6993,tt0044962,Never Wave at a WAC
6994,tt0044963,New Faces
6995,tt0044967,Night Without Sleep
6996,tt0044969,No Holds Barred
6997,tt0044970,No Room for the Groom
6998,tt0044974,Noita palaa elämään
6999,tt0044977,Nous sommes tous des assassins
7000,tt0044981,O. Henry's Full House
7001,tt0044982,Ochazuke no aji
7002,tt0044986,Okaasan
7003,tt0044987,Okinawa
7004,tt0044988,Oklahoma Annie
7005,tt0044997,One Minute to Zero
7006,tt0044999,Operation Secret
7007,tt0045002,Outcast of the Islands
7008,tt0045003,The Outcasts of Poker Flat
7009,tt0045005,The Planter's Wife
7010,tt0045009,Park Row
7011,tt0045012,Pat and Mike
7012,tt0045016,Paula
7013,tt0045020,Penny Princess
7014,tt0045023,Pepe El Toro
7015,tt0045027,La petite Aurore l'enfant martyre
7016,tt0045029,Phone Call from a Stranger
7017,tt0045030,The Pickwick Papers
7018,tt0045034,Le plaisir
7019,tt0045039,Plymouth Adventure
7020,tt0045041,Pony Soldier
7021,tt0045049,The Pride of St. Louis
7022,tt0045053,The Prisoner of Zenda
7023,tt0045054,Processo alla città
7024,tt0045056,The Card
7025,tt0045061,The Quiet Man
7026,tt0045064,Radar Men from the Moon
7027,tt0045066,Le ragazze di Piazza di Spagna
7028,tt0045070,Rancho Notorious
7029,tt0045072,Red Ball Express
7030,tt0045073,Red Planet Mars
7031,tt0045074,Red Skies of Montana
7032,tt0045077,The Redhead from Wyoming
7033,tt0045081,Le retour de Don Camillo
7034,tt0045082,"Retreat, Hell!"
7035,tt0045084,Revizor
7036,tt0045086,Ride the Man Down
7037,tt0045090,Un rincón cerca del cielo
7038,tt0045091,The Ring
7039,tt0045092,The Ringer
7040,tt0045094,Road to Bali
7041,tt0045097,Rogue's March
7042,tt0045098,Roma ore 11
7043,tt0045102,Room for One More
7044,tt0045106,Rose of Cimarron
7045,tt0045109,Ruby Gentry
7046,tt0045112,Saikaku ichidai onna
7047,tt0045115,Sally and Saint Anne
7048,tt0045119,The San Francisco Story
7049,tt0045123,The Savage
7050,tt0045124,Scandal Sheet
7051,tt0045125,Scaramouche
7052,tt0045126,Scarlet Angel
7053,tt0045135,The Sellout
7054,tt0045144,She's Working Her Way Through College
7055,tt0045152,Singin' in the Rain
7056,tt0045155,Skirts Ahoy!
7057,tt0045156,Sky Full of Moon
7058,tt0045160,Snegurochka
7059,tt0045161,The Sniper
7060,tt0045162,The Snows of Kilimanjaro
7061,tt0045163,So Little Time
7062,tt0045171,Somebody Loves Me
7063,tt0045173,Something for the Birds
7064,tt0045174,Something to Live For
7065,tt0045175,Son of Ali Baba
7066,tt0045177,Son of Paleface
7067,tt0045184,Springfield Rifle
7068,tt0045186,The Star
7069,tt0045187,Stars and Stripes Forever
7070,tt0045190,The Steel Trap
7071,tt0045191,Stolen Face
7072,tt0045192,The Stooge
7073,tt0045193,"Stop, You're Killing Me"
7074,tt0045197,The Story of Robin Hood and His Merrie Men
7075,tt0045198,The Story of Will Rogers
7076,tt0045199,Strange Fascination
7077,tt0045201,Hunted
7078,tt0045205,Sudden Fear
7079,tt0045216,Talk About a Stranger
7080,tt0045220,Tarzan's Savage Fury
7081,tt0045223,One Way Ticket to Hell
7082,tt0045229,Thief of Damascus
7083,tt0045230,The Thief
7084,tt0045232,This Woman Is Dangerous
7085,tt0045235,Three for Bedroom C
7086,tt0045239,"Time, Gentlemen, Please!"
7087,tt0045243,Meet Me Tonight
7088,tt0045247,Totò a colori
7089,tt0045248,Totò e le donne
7090,tt0045251,The Tragedy of Othello: The Moor of Venice
7091,tt0045259,Trent's Last Case
7092,tt0045265,Le trou normand
7093,tt0045267,The Turning Point
7094,tt0045274,Umberto D.
7095,tt0045281,Untamed Frontier
7096,tt0045282,Untamed Women
7097,tt0045283,Valkoinen peura
7098,tt0045293,La vie d'un honnête homme
7099,tt0045294,I vinti
7100,tt0045296,Viva Zapata!
7101,tt0045300,Voodoo Tiger
7102,tt0045302,La vérité sur Bébé Donge
7103,tt0045307,"Wait Till the Sun Shines, Nellie"
7104,tt0045309,Walk East on Beacon!
7105,tt0045312,Washington Story
7106,tt0045316,Way of a Gaucho
7107,tt0045317,We're Not Married!
7108,tt0045323,What Price Glory
7109,tt0045324,When in Rome
7110,tt0045325,Where's Charley?
7111,tt0045328,The Wild Heart
7112,tt0045329,The Wild North
7113,tt0045330,Wild Stallion
7114,tt0045331,Wings of Danger
7115,tt0045332,The Winning Team
7116,tt0045333,With a Song in My Heart
7117,tt0045334,Without Warning!
7118,tt0045339,The World in His Arms
7119,tt0045343,Yankee Buccaneer
7120,tt0045345,You for Me
7121,tt0045347,Young Man with Ideas
7122,tt0045352,Zombies of the Stratosphere
7123,tt0045355,Állami áruház
7124,tt0045361,El
7125,tt0045463,The 49th Man
7126,tt0045464,"The 5,000 Fingers of Dr. T."
7127,tt0045465,99 River Street
7128,tt0045467,Aah
7129,tt0045468,Abbott and Costello Go to Mars
7130,tt0045469,Abbott and Costello Meet Dr. Jekyll and Mr. Hyde
7131,tt0045470,Die Geschichte vom kleinen Muck
7132,tt0045471,The Actress
7133,tt0045473,Admiral Ushakov
7134,tt0045477,Affair with a Stranger
7135,tt0045478,L'affaire Maurizius
7136,tt0045479,The Affairs of Dobie Gillis
7137,tt0045483,Aida
7138,tt0045487,"Albert, R.N."
7139,tt0045490,The All American
7140,tt0045491,All Ashore
7141,tt0045492,All I Desire
7142,tt0045494,All the Brothers Were Valiant
7143,tt0045498,Always a Bride
7144,tt0045502,Ambush at Tomahawk Gap
7145,tt0045504,L'amore in città
7146,tt0045505,L'amour d'une femme
7147,tt0045507,Ani imôto
7148,tt0045512,Appointment in Honduras
7149,tt0045513,Appointment in London
7150,tt0045515,Arena
7151,tt0045518,Arrowhead
7152,tt0045525,Avant le déluge
7153,tt0045531,Back to God's Country
7154,tt0045533,The Flanagan Boy
7155,tt0045534,Bad for Each Other
7156,tt0045537,The Band Wagon
7157,tt0045544,Battle Circus
7158,tt0045546,"The Beast from 20,000 Fathoms"
7159,tt0045547,The Beggar's Opera
7160,tt0045551,Beneath the 12-Mile Reef
7161,tt0045554,Bienvenido Mister Marshall
7162,tt0045555,The Big Heat
7163,tt0045556,Big Leaguer
7164,tt0045557,The Bigamist
7165,tt0045563,Blowing Wild
7166,tt0045564,The Blue Gardenia
7167,tt0045566,A Blueprint for Murder
7168,tt0045574,Botany Bay
7169,tt0045577,Briefträger Müller
7170,tt0045578,Bright Road
7171,tt0045586,By the Light of the Silvery Moon
7172,tt0045588,Caballero a la medida
7173,tt0045589,The Caddy
7174,tt0045591,Calamity Jane
7175,tt0045592,Call Me Madam
7176,tt0045594,Canadian Mounties vs. Atomic Invaders
7177,tt0045595,O Cangaceiro
7178,tt0045603,Captain John Smith and Pocahontas
7179,tt0045604,Captain Scarface
7180,tt0045605,Captain Scarlett
7181,tt0045607,The Captain's Paradise
7182,tt0045609,Cat-Women of the Moon
7183,tt0045617,Cet homme est dangereux
7184,tt0045620,Charade
7185,tt0045621,The Charge at Feather River
7186,tt0045630,City Beneath the Sea
7187,tt0045631,City That Never Sleeps
7188,tt0045632,City of Bad Men
7189,tt0045633,Clipped Wings
7190,tt0045636,Code Two
7191,tt0045637,Column South
7192,tt0045644,Confidentially Connie
7193,tt0045645,Conquest of Cochise
7194,tt0045652,Count the Hours!
7195,tt0045653,Cow Country
7196,tt0045654,Mandy
7197,tt0045659,The Cruel Sea
7198,tt0045661,Cry of the Hunted
7199,tt0045664,Curtain Up
7200,tt0045665,Cómicos
7201,tt0045668,Dance Hall Racket
7202,tt0045669,Dangerous Crossing
7203,tt0045670,Dangerous When Wet
7204,tt0045672,A Day to Remember
7205,tt0045674,Death Goes to School
7206,tt0045675,Decameron Nights
7207,tt0045678,Desert Legion
7208,tt0045679,The Desert Rats
7209,tt0045680,The Desert Song
7210,tt0045681,Desperate Moment
7211,tt0045682,Destination Gobi
7212,tt0045684,Devil's Canyon
7213,tt0045693,Do Bigha Zamin
7214,tt0045698,Donne proibite
7215,tt0045699,Donovan's Brain
7216,tt0045706,Dream Wife
7217,tt0045712,Due notti con Cleopatra
7218,tt0045716,East of Sumatra
7219,tt0045718,Easy to Love
7220,tt0045720,The Eddie Cantor Story
7221,tt0045730,L'ennemi public n° 1
7222,tt0045731,Entotsu no mieru basho
7223,tt0045735,Esa pareja feliz
7224,tt0045737,Escape from Fort Bravo
7225,tt0045743,Fair Wind to Java
7226,tt0045745,The Fake
7227,tt0045750,Far til fire
7228,tt0045752,The Farmer Takes a Wife
7229,tt0045755,Fast and Loose
7230,tt0045758,Fear and Desire
7231,tt0045763,Feuerwerk
7232,tt0045765,Fighter Attack
7233,tt0045769,The Final Test
7234,tt0045774,Flight to Tangier
7235,tt0045776,Fløjtespilleren
7236,tt0045780,Forbidden
7237,tt0045782,Forever Female
7238,tt0045783,Fort Algiers
7239,tt0045784,Fort Ti
7240,tt0045785,Fort Vengeance
7241,tt0045787,Four Sided Triangle
7242,tt0045789,Francis Covers the Big Town
7243,tt0045793,From Here to Eternity
7244,tt0045796,Fûfu
7245,tt0045802,Gan
7246,tt0045808,Genevieve
7247,tt0045810,Gentlemen Prefer Blondes
7248,tt0045814,Gion bayashi
7249,tt0045815,The Girl Next Door
7250,tt0045816,The Girl Who Had Everything
7251,tt0045819,The Girls of Pleasure Island
7252,tt0045822,Give a Girl a Break
7253,tt0045824,The Glass Wall
7254,tt0045825,The Glass Web
7255,tt0045826,Glen or Glenda
7256,tt0045827,The Glory Brigade
7257,tt0045828,The Golden Blade
7258,tt0045837,The Great Diamond Robbery
7259,tt0045839,The Story of Gilbert and Sullivan
7260,tt0045841,The Great Sioux Uprising
7261,tt0045845,Gun Belt
7262,tt0045846,Gun Fury
7263,tt0045847,Gunsmoke
7264,tt0045848,Gycklarnas afton
7265,tt0045854,Half a Hero
7266,tt0045866,Here Come the Girls
7267,tt0045873,"Hilja, maitotyttö"
7268,tt0045876,His Majesty O'Keefe
7269,tt0045877,The Hitch-Hiker
7270,tt0045880,Hokuspokus
7271,tt0045883,Hondo
7272,tt0045886,Houdini
7273,tt0045887,House of Blackmail
7274,tt0045888,House of Wax
7275,tt0045891,How to Marry a Millionaire
7276,tt0045897,I Confess
7277,tt0045898,The I Don't Care Girl
7278,tt0045899,I Love Melvin
7279,tt0045902,"I, the Jury"
7280,tt0045907,La ilusión viaja en tranvía
7281,tt0045910,Le infedeli
7282,tt0045911,Inferno
7283,tt0045917,Invaders from Mars
7284,tt0045919,Island in the Sky
7285,tt0045920,It Came from Outer Space
7286,tt0045921,It Happens Every Thursday
7287,tt0045924,"Jack McCall, Desperado"
7288,tt0045925,Jack Slade
7289,tt0045926,Jalopy
7290,tt0045931,Jennifer
7291,tt0045932,Jeopardy
7292,tt0045935,Jigokumon
7293,tt0045936,The Joe Louis Story
7294,tt0045941,The Juggler
7295,tt0045942,Julietta
7296,tt0045943,Julius Caesar
7297,tt0045954,Kansas Pacific
7298,tt0045957,Keto da Kote
7299,tt0045958,The Kid from Left Field
7300,tt0045959,Killer Ape
7301,tt0045961,King of the Khyber Rifles
7302,tt0045963,Kiss Me Kate
7303,tt0045966,Knights of the Round Table
7304,tt0045973,Korabli shturmuyut bastiony
7305,tt0045981,Quand tu liras cette lettre
7306,tt0045986,The Last Posse
7307,tt0045988,Latin Lovers
7308,tt0045991,Law and Order
7309,tt0045992,The Lawless Breed
7310,tt0045993,Lentävä kalakukko
7311,tt0045995,Let's Do It Again
7312,tt0046000,Lili
7313,tt0046001,The Limping Man
7314,tt0046002,A Lion Is in the Streets
7315,tt0046003,Little Boy Lost
7316,tt0046004,Little Fugitive
7317,tt0046006,The Kidnappers
7318,tt0046009,The Lone Hand
7319,tt0046011,Loose in London
7320,tt0046013,The Love Lottery
7321,tt0046020,Ma and Pa Kettle on Vacation
7322,tt0046022,Madame de...
7323,tt0046024,Il maestro di Don Giovanni
7324,tt0046026,The Magnetic Monster
7325,tt0046029,Malta Story
7326,tt0046031,The Man Between
7327,tt0046034,The Man Who Watched Trains Go By
7328,tt0046035,The Man from the Alamo
7329,tt0046036,Man in the Dark
7330,tt0046040,Man on a Tightrope
7331,tt0046045,Marilyn
7332,tt0046051,Martin Luther
7333,tt0046054,The Master of Ballantrae
7334,tt0046056,"Maiskaya noch, ili utoplennitsa"
7335,tt0046057,The Maze
7336,tt0046060,Meet Mr. Lucifer
7337,tt0046066,Mesa of Lost Women
7338,tt0046072,The Million Pound Note
7339,tt0046076,Miss Sadie Thompson
7340,tt0046080,The Mississippi Gambler
7341,tt0046081,Mister Scoutmaster
7342,tt0046085,Mogambo
7343,tt0046087,Money from Home
7344,tt0046094,The Moon Is Blue
7345,tt0046095,The Moonlighter
7346,tt0046097,Il mostro dell'isola
7347,tt0046106,Murder at 3am
7348,tt0046113,Mästerdetektiven och Rasmus
7349,tt0046115,La môme vert de gris
7350,tt0046121,The Neanderthal Man
7351,tt0046122,The Nebraskan
7352,tt0046124,Never Let Me Go
7353,tt0046126,Niagara
7354,tt0046127,Nihon no higeki
7355,tt0046130,No Escape
7356,tt0046138,Off Limits
7357,tt0046143,One Girl's Confession
7358,tt0046147,Operation Diplomat
7359,tt0046149,Les orgueilleux
7360,tt0046159,"Pane, amore e fantasia"
7361,tt0046161,The Red Beret
7362,tt0046164,Parineeta
7363,tt0046165,Paris Model
7364,tt0046166,Park Plaza 605
7365,tt0046172,Pekka Puupää
7366,tt0046173,Pekka Puupää kesälaitumilla
7367,tt0046181,Personal Affair
7368,tt0046183,Peter Pan
7369,tt0046186,Phantom from Space
7370,tt0046187,Pickup on South Street
7371,tt0046192,Planet Outlaws
7372,tt0046196,Plunder of the Sun
7373,tt0046198,Pony Express
7374,tt0046202,Powder River
7375,tt0046204,The President's Lady
7376,tt0046210,Private Eyes
7377,tt0046213,Project Moon Base
7378,tt0046214,La provinciale
7379,tt0046218,Pünktchen und Anton
7380,tt0046223,Raiders of the Seven Seas
7381,tt0046231,Recoil
7382,tt0046235,Remains to Be Seen
7383,tt0046238,Return to Paradise
7384,tt0046239,"Ride, Vaquero!"
7385,tt0046240,Riders to the Stars
7386,tt0046246,Rob Roy: The Highland Rogue
7387,tt0046247,The Robe
7388,tt0046248,Robot Monster
7389,tt0046250,Roman Holiday
7390,tt0046255,Rue de l'Estrapade
7391,tt0046260,Saadia
7392,tt0046262,Sabre Jet
7393,tt0046264,Sadko
7394,tt0046265,Safari Drums
7395,tt0046267,Single-Handed
7396,tt0046268,Le salaire de la peur
7397,tt0046269,Salome
7398,tt0046272,Sangaree
7399,tt0046276,Savage Mutiny
7400,tt0046279,Scandal at Scourie
7401,tt0046280,Scared Stiff
7402,tt0046283,O scrisoare pierduta
7403,tt0046286,Sea Devils
7404,tt0046288,Second Chance
7405,tt0046292,Il segno di Venere
7406,tt0046294,Seminole
7407,tt0046298,Serpent of the Nile
7408,tt0046301,Street of Shadows
7409,tt0046303,Shane
7410,tt0046304,Sharey Chuattar
7411,tt0046306,She's Back on Broadway
7412,tt0046307,Rough Shoot
7413,tt0046309,Siamo donne
7414,tt0046313,La signora senza camelie
7415,tt0046317,The Silver Whip
7416,tt0046322,Siren of Bagdad
7417,tt0046329,A Slight Case of Larceny
7418,tt0046330,Small Town Girl
7419,tt0046333,So Big
7420,tt0046334,So This Is Love
7421,tt0046341,Il sole negli occhi
7422,tt0046344,Sombrero
7423,tt0046345,Sommaren med Monika
7424,tt0046347,Son of the Renegade
7425,tt0046348,South Sea Woman
7426,tt0046349,South of Algiers
7427,tt0046351,Spaceways
7428,tt0046352,La spiaggia
7429,tt0046353,Split Second
7430,tt0046358,The Square Ring
7431,tt0046359,Stalag 17
7432,tt0046361,The Stand at Apache River
7433,tt0046362,Star of India
7434,tt0046366,Stazione Termini
7435,tt0046368,The Steel Lady
7436,tt0046372,Stolen Identity
7437,tt0046373,Det stora äventyret
7438,tt0046374,The Story of Three Loves
7439,tt0046375,The Stranger Wore a Gun
7440,tt0046378,Street Corner
7441,tt0046384,The Sun Shines Bright
7442,tt0046387,The Sword and the Rose
7443,tt0046397,Take Me to Town
7444,tt0046398,Take the High Ground!
7445,tt0046404,Tarzan and the She-Devil
7446,tt0046411,36 Hours
7447,tt0046414,Beat the Devil
7448,tt0046415,Le comte de Monte-Cristo
7449,tt0046416,Test Tube Babies
7450,tt0046421,They Who Dare
7451,tt0046422,Those Redheads from Seattle
7452,tt0046424,Three Sailors and a Girl
7453,tt0046425,Thunder Bay
7454,tt0046426,Thunder Over the Plains
7455,tt0046427,Thunder in the East
7456,tt0046429,Thérèse Raquin
7457,tt0046431,Tiefland
7458,tt0046432,Time Bomb
7459,tt0046434,Tit Coq
7460,tt0046435,Titanic
7461,tt0046436,The Titfield Thunderbolt
7462,tt0046438,Tôkyô monogatari
7463,tt0046443,Top Banana
7464,tt0046446,Torch Song
7465,tt0046447,Tormento
7466,tt0046450,Torpedo Alley
7467,tt0046451,Touchez pas au grisbi
7468,tt0046455,La tratta delle bianche
7469,tt0046457,Treasure of the Golden Condor
7470,tt0046461,Les 3 Mousquetaires
7471,tt0046462,Tropic Zone
7472,tt0046463,Trouble Along the Way
7473,tt0046464,Trouble in Store
7474,tt0046465,Trouble in the Glen
7475,tt0046468,Tsuma
7476,tt0046469,Tumbleweed
7477,tt0046470,Un turco napoletano
7478,tt0046471,Turn the Key Softly
7479,tt0046475,The Twonky
7480,tt0046478,Ugetsu monogatari
7481,tt0046480,Un acte d'amour
7482,tt0046487,Les vacances de Monsieur Hulot
7483,tt0046491,Valley of Head Hunters
7484,tt0046492,The Vanquished
7485,tt0046498,Velikiy voin Albanii Skanderbeg
7486,tt0046504,Vesna
7487,tt0046511,Viaggio in Italia
7488,tt0046514,Vice Squad
7489,tt0046515,Vicki
7490,tt0046518,Villa Borghese
7491,tt0046521,I vitelloni
7492,tt0046531,Walking My Baby Back Home
7493,tt0046532,War Arrow
7494,tt0046533,War Paint
7495,tt0046534,The War of the Worlds
7496,tt0046535,The Weak and the Wicked
7497,tt0046541,Wenn der weiße Flieder wieder blüht
7498,tt0046547,White Witch Doctor
7499,tt0046550,Wild Women
7500,tt0046552,Wings of the Hawk
7501,tt0046556,Woman They Almost Lynched
7502,tt0046558,Women of Twilight
7503,tt0046561,The Yellow Balloon
7504,tt0046564,Young Bess
7505,tt0046671,08/15
7506,tt0046672,"20,000 Leagues Under the Sea"
7507,tt0046673,Aar-Paar
7508,tt0046674,Abajo el telón
7509,tt0046675,Abismos de pasión
7510,tt0046676,About Mrs. Leslie
7511,tt0046677,Accadde al commissariato
7512,tt0046683,The Adventures of Hajji Baba
7513,tt0046688,Ah! les belles bacchantes....
7514,tt0046690,L'air de Paris
7515,tt0046695,Ali Baba et les 40 voleurs
7516,tt0046703,Amar
7517,tt0046705,Un americano a Roma
7518,tt0046712,Anatahan
7519,tt0046713,Andriesh
7520,tt0046714,Angels One Five
7521,tt0046715,Anna na shee
7522,tt0046719,Apache
7523,tt0046722,Arrow in the Dust
7524,tt0046728,Athena
7525,tt0046729,The Atomic Kid
7526,tt0046731,Attila
7527,tt0046732,Auf der Reeperbahn nachts um halb eins
7528,tt0046733,Aunt Clara
7529,tt0046743,Bait
7530,tt0046746,The Bamboo Prison
7531,tt0046749,Bang! You're Dead
7532,tt0046750,Bangiku
7533,tt0046754,The Barefoot Contessa
7534,tt0046755,Battle of Rogue River
7535,tt0046756,The Beachcomber
7536,tt0046757,Beachhead
7537,tt0046759,Beau Brummell
7538,tt0046766,The Belles of St. Trinian's
7539,tt0046767,Bengal Brigade
7540,tt0046770,Betrayed
7541,tt0046783,The Black Dakotas
7542,tt0046785,Black Horse Canyon
7543,tt0046786,The Black Knight
7544,tt0046788,The Black Rider
7545,tt0046789,The Black Shield of Falworth
7546,tt0046790,Black Tuesday
7547,tt0046791,Black Widow
7548,tt0046792,Murder by Proxy
7549,tt0046794,Le blé en herbe
7550,tt0046797,Bolshaya semya
7551,tt0046799,Boot Polish
7552,tt0046800,Border River
7553,tt0046801,The Bounty Hunter
7554,tt0046802,The Bowery Boys Meet the Monsters
7555,tt0046804,The Boy from Oklahoma
7556,tt0046806,The Bridges at Toko-Ri
7557,tt0046807,Brigadoon
7558,tt0046808,Broken Lance
7559,tt0046812,A Bullet Is Waiting
7560,tt0046816,The Caine Mutiny
7561,tt0046819,Canaris
7562,tt0046822,Cannibal Attack
7563,tt0046826,Captain Kidd and the Slave Girl
7564,tt0046828,Carmen Jones
7565,tt0046829,Carnival Story
7566,tt0046831,Carosello napoletano
7567,tt0046834,Casanova's Big Night
7568,tt0046839,Cattle Queen of Montana
7569,tt0046846,The Young Lovers
7570,tt0046851,Chikamatsu monogatari
7571,tt0046865,The Command
7572,tt0046874,The Country Girl
7573,tt0046876,Creature from the Black Lagoon
7574,tt0046877,Seagulls Over Sorrento
7575,tt0046878,Crime Wave
7576,tt0046881,Cronache di poveri amanti
7577,tt0046882,The Crowded Day
7578,tt0046885,Cry Vengeance
7579,tt0046889,The Dam Busters
7580,tt0046891,Dangerous Mission
7581,tt0046894,Dawn at Socorro
7582,tt0046896,Deep in My Heart
7583,tt0046899,Demetrius and the Gladiators
7584,tt0046903,Désirée
7585,tt0046906,Destry
7586,tt0046907,Devil Girl from Mars
7587,tt0046911,Les diaboliques
7588,tt0046912,Dial M for Murder
7589,tt0046915,The Divided Heart
7590,tt0046921,Doctor in the House
7591,tt0046928,Down Three Dark Streets
7592,tt0046931,Dragnet
7593,tt0046935,Drive a Crooked Road
7594,tt0046936,Drum Beat
7595,tt0046937,Drums Across the River
7596,tt0046942,Duel in the Jungle
7597,tt0046949,The Egyptian
7598,tt0046951,Elephant Walk
7599,tt0046954,Emil und die Detektive
7600,tt0046961,Escuela de vagabundos
7601,tt0046963,Executive Suite
7602,tt0046967,Far til fire i sneen
7603,tt0046969,The Fast and the Furious
7604,tt0046970,Father Brown
7605,tt0046977,Fire Maidens from Outer Space
7606,tt0046979,Malaga
7607,tt0046986,Das fliegende Klassenzimmer
7608,tt0046991,"For Better, for Worse"
7609,tt0046992,Forbidden Cargo
7610,tt0046994,Four Guns to the Border
7611,tt0046995,Francis Joins the WACS
7612,tt0046998,French Cancan
7613,tt0047000,The French Line
7614,tt0047011,The Gambler from Natchez
7615,tt0047013,Garden of Evil
7616,tt0047021,Geroite na Shipka
7617,tt0047024,Giorni d'amore
7618,tt0047025,Un giorno in pretura
7619,tt0047026,Giovanna d'Arco al rogo
7620,tt0047029,Romeo and Juliet
7621,tt0047030,The Glenn Miller Story
7622,tt0047033,Gog
7623,tt0047034,Gojira
7624,tt0047036,The Golden Idol
7625,tt0047040,The Good Die Young
7626,tt0047041,Gorilla at Large
7627,tt0047048,La grande speranza
7628,tt0047050,Green Fire
7629,tt0047057,Gula divisionen
7630,tt0047059,Gypsy Colt
7631,tt0047062,We Stole a Tram
7632,tt0047066,The Heart of the Matter
7633,tt0047067,The House Across the Lake
7634,tt0047072,Hell Below Zero
7635,tt0047073,Hell and High Water
7636,tt0047074,Hell's Half Acre
7637,tt0047076,Her Twelve Men
7638,tt0047085,The 'Maggie'
7639,tt0047086,The High and the Mighty
7640,tt0047087,Highway Dragnet
7641,tt0047089,Hilmanpäivät
7642,tt0047094,Hobson's Choice
7643,tt0047099,Huis-clos
7644,tt0047101,Human Desire
7645,tt0047102,The Human Jungle
7646,tt0047106,I kongens klæ'r
7647,tt0047112,Impulse
7648,tt0047119,An Inspector Calls
7649,tt0047120,Les intrigantes
7650,tt0047123,It Should Happen to You
7651,tt0047127,Jail Bait
7652,tt0047128,Jan Hus
7653,tt0047130,Jesse James' Women
7654,tt0047133,Jivaro
7655,tt0047135,Johnny Dark
7656,tt0047136,Johnny Guitar
7657,tt0047137,Jubilee Trail
7658,tt0047138,Jungle Gents
7659,tt0047139,Jungle Man-Eaters
7660,tt0047148,Killer Leopard
7661,tt0047149,Killers from Space
7662,tt0047150,King Richard and the Crusaders
7663,tt0047152,Knock on Wood
7664,tt0047158,2x2 néha 5
7665,tt0047162,The Last Time I Saw Paris
7666,tt0047163,The Law vs. Billy the Kid
7667,tt0047165,Lease of Life
7668,tt0047167,En lektion i kärlek
7669,tt0047172,Die letzte Brücke
7670,tt0047178,A Life at Stake
7671,tt0047180,Liliomfi
7672,tt0047184,Living It Up
7673,tt0047188,The Lone Gun
7674,tt0047189,Long John Silver
7675,tt0047190,The Long Wait
7676,tt0047191,"The Long, Long Trailer"
7677,tt0047192,Loophole
7678,tt0047194,Lucky Me
7679,tt0047195,Ludwig II: Glanz und Ende eines Königs
7680,tt0047197,Ma and Pa Kettle at Home
7681,tt0047199,Mad About Men
7682,tt0047200,The Mad Magician
7683,tt0047203,Magnificent Obsession
7684,tt0047205,Make Haste to Live
7685,tt0047207,Mambo
7686,tt0047209,Man in the Attic
7687,tt0047213,Mannequins für Rio
7688,tt0047216,Marcelino pan y vino
7689,tt0047217,Marianne de ma jeunesse
7690,tt0047224,Il medico dei pazzi
7691,tt0047225,Meet Mr. Callaghan
7692,tt0047229,The Men of Sherwood Forest
7693,tt0047230,Men of the Fighting Lady
7694,tt0047232,The Miami Story
7695,tt0047235,El mil amores
7696,tt0047238,Miseria e nobiltà
7697,tt0047240,Miss Robin Crusoe
7698,tt0047243,Monsieur Ripois
7699,tt0047244,Monster from the Ocean Floor
7700,tt0047250,Le mouton à cinq pattes
7701,tt0047259,Mädchenjahre einer Königin
7702,tt0047263,Naked Alibi
7703,tt0047264,The Naked Jungle
7704,tt0047265,Nana
7705,tt0047278,The Night My Number Came Up
7706,tt0047279,Night People
7707,tt0047281,Nijûshi no hitomi
7708,tt0047287,Novio a la vista
7709,tt0047296,On the Waterfront
7710,tt0047298,One Good Turn
7711,tt0047300,Onna no sono
7712,tt0047310,Orders Are Orders
7713,tt0047313,L'oro di Napoli
